Technical Radiation Oncology II,BIOL 45700,001,,,,Other Off Campus Location Campus,Lecture Schedule Type,Traditional Instructional Method,"('BIOL 45700', 'Class/Lecture', 'TBA', '', 'TBA', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'TBA')"
Pharmacology,BIOL 47900,001,,,,Romeoville Campus,Seminar Schedule Type,Traditional Instructional Method,"('BIOL 47900', 'Class/Lecture', '12:00 pm - 12:50 pm', 'MF', 'Academic Science Center AS 157A', 'Jan 16, 2024 - May 11, 2024', 'Seminar', 'Jennifer   Roberts (P)')"
Undergraduate Research,BIOL 49000,001,,,,Romeoville Campus,Directed Study Schedule Type,Directed Study Instructional Method,"('BIOL 49000', 'Arranged', 'TBA', '', 'TBA', 'Jan 16, 2024 - May 11, 2024', 'Directed Study', 'Jerry H  Kavouras (P)')"
Undergraduate Research,BIOL 49000,002,,,,Romeoville Campus,Directed Study Schedule Type,Directed Study Instructional Method,"('BIOL 49000', 'Arranged', 'TBA', '', 'TBA', 'Jan 16, 2024 - May 11, 2024', 'Directed Study', 'Sarah E  Powers (P)')"
Undergraduate Research,BIOL 49000,003,,,,Romeoville Campus,Directed Study Schedule Type,Directed Study Instructional Method,"('BIOL 49000', 'Arranged', 'TBA', '', 'TBA', 'Jan 16, 2024 - May 11, 2024', 'Directed Study', 'Mallory A  Havens (P)')"
Undergraduate Research,BIOL 49000,004,,,,Romeoville Campus,Directed Study Schedule Type,Directed Study Instructional Method,"('BIOL 49000', 'Arranged', 'TBA', '', 'TBA', 'Jan 16, 2024 - May 11, 2024', 'Directed Study', 'Jeannette M  Pifer (P)')"
Undergraduate Research,BIOL 49000,005,,,,Romeoville Campus,Directed Study Schedule Type,Traditional Instructional Method,"('BIOL 49000', 'Arranged', 'TBA', '', 'Arranged by Instructor/Dept', 'Mar 18, 2024 - May 11, 2024', 'Directed Study', 'Mallory A  Havens (P)')"
Biology Senior Thesis,BIOL 49600,001,,,,Romeoville Campus,Capstone Schedule Type,Traditional Instructional Method,"('BIOL 49600', 'Arranged', 'TBA', '', 'TBA', 'Jan 16, 2024 - May 11, 2024', 'Capstone', 'Marne J  Bailey (P), Jennifer   Roberts, Erin   Zimmer')"
Research in Biotechnology,BIOL 51200,001,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BIOL 51200', 'Online', 'TBA', '', 'Online Meeting', 'Jan 16, 2024 - Mar 09, 2024', 'Lecture', 'Dawn M.  Graunke (P)')"
Principles of Management,BSAD 20000,001,,,,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAD 20000', 'Class/Lecture', '11:00 am - 12:15 pm', 'TR', 'St Charles Borromeo SB 171', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Kimberly   Tillotson (P)')"
Principles of Management,BSAD 20000,002,,,,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAD 20000', 'Class/Lecture', '9:30 am - 10:45 am', 'TR', 'St Charles Borromeo SB 171', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Kimberly   Tillotson (P)')"
Principles of Management,BSAD 20000,003,,,,Romeoville Campus,Lecture Schedule Type,Blended Instructional Method,"('BSAD 20000', 'Class/Lecture', '9:00 am - 10:15 am', 'M', 'St Charles Borromeo SB 152', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Ian V  Gladding (P)')","('BSAD 20000', 'Online', '9:00 am - 10:15 am', 'W', 'Online Meeting', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Ian V  Gladding (P)')"
Principles of Management,BSAD 20000,004,,,,Romeoville Campus,Lecture Schedule Type,Blended Instructional Method,"('BSAD 20000', 'Class/Lecture', '10:30 am - 11:45 am', 'M', 'St Charles Borromeo SB 152', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Ian V  Gladding (P)')","('BSAD 20000', 'Online', '10:30 am - 11:45 am', 'W', 'Online Meeting', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Ian V  Gladding (P)')"
Principles of Management,BSAD 20000,LP1,,,,Prison Education Program Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAD 20000', 'Class/Lecture', '9:00 am - 1:00 pm', 'M', 'TBA', 'Jan 16, 2024 - Mar 09, 2024', 'Lecture', 'Richard   Burke (P)')"
Principles of Management,BSAD 20000,LP2,,,,Prison Education Program Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAD 20000', 'Class/Lecture', '9:00 am - 1:00 pm', 'F', 'TBA', 'Mar 18, 2024 - May 11, 2024', 'Lecture', 'Leah   Wallace (P)')"
Principles of Management,BSAD 20000,LT1,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAD 20000', 'Online', 'TBA', '', 'Online Meeting', 'Jan 16, 2024 - Mar 09, 2024', 'Lecture', 'Jeremy   Hayes (P)')"
Introduction to International Business,BSAD 21000,001,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAD 21000', 'Online', '9:30 am - 10:45 am', '', 'Online Meeting', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Jeremy   Hayes (P)')"
Introduction to International Business,BSAD 21000,SA,,,,Other Off Campus Location Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAD 21000', 'Arranged', 'TBA', '', 'Off Campus Location', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Scott A  Kerth (P)')"
International Management,BSAD 24000,LT1,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAD 24000', 'Online', 'TBA', '', 'Online Meeting', 'Mar 18, 2024 - May 11, 2024', 'Lecture', 'Jeremy   Hayes (P)')"
Business Law 1,BSAD 25000,001,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAD 25000', 'Online', 'TBA', '', 'Online Meeting', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Donald   Gardiner (P)')"
Business Law 1,BSAD 25000,002,,,,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAD 25000', 'Class/Lecture', '9:00 am - 10:15 am', 'MW', 'St Charles Borromeo SB 143', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Thomas J  Manzella (P)')"
Business Communication in the Digital Age,BSAD 30000,001,,,,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAD 30000', 'Class/Lecture', '9:00 am - 10:15 am', 'MW', 'St Charles Borromeo SB 144', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Michele L.  Ryan (P)')"
Business Communication in the Digital Age,BSAD 30000,002,,,,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAD 30000', 'Class/Lecture', '9:30 am - 10:45 am', 'TR', 'St Charles Borromeo SB 144', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Michele L.  Ryan (P)')"
Business Communication in the Digital Age,BSAD 30000,LT1,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAD 30000', 'Online', 'TBA', '', 'Online Meeting', 'Jan 16, 2024 - Mar 09, 2024', 'Lecture', 'Maureen   Keane (P)')"
Service Management,BSAD 35500,001,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAD 35500', 'Online', 'TBA', '', 'Online Meeting', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Michele L.  Ryan (P)')"
Human Resource Management,BSAD 36000,001,,,,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAD 36000', 'Class/Lecture', '11:00 am - 12:15 pm', 'TR', 'St Charles Borromeo SB 160', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Elizabeth   Belgio (P)')"
Human Resource Management,BSAD 36000,002,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAD 36000', 'Online', 'TBA', '', 'Online Meeting', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Carol L  Schneider (P)')"
Human Resource Management,BSAD 36000,003,,,,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAD 36000', 'Class/Lecture', '9:30 am - 10:45 am', 'TR', 'Fine Arts FA 219', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Kevin   Brady (P)')"
Organizational Behavior,BSAD 37500,001,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAD 37500', 'Online', 'TBA', '', 'Online Meeting', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Mark   Nolan (P)')"
Organizational Behavior,BSAD 37500,002,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAD 37500', 'Online', 'TBA', '', 'Online Meeting', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Mark   Nolan (P)')"
Organizational Behavior,BSAD 37500,LT1,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAD 37500', 'Online', 'TBA', '', 'Online Meeting', 'Jan 16, 2024 - Mar 09, 2024', 'Lecture', 'Jacqueline K  Reilly (P)')"
Supervisory Management,BSAD 38000,001,,,,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAD 38000', 'Class/Lecture', '9:00 am - 10:15 am', 'MW', 'St Charles Borromeo SB 171', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'James   Swoyer (P)')"
Supervisory Management,BSAD 38000,002,,,,Romeoville Campus,Lecture Schedule Type,Blended Instructional Method,"('BSAD 38000', 'Class/Lecture', '1:00 pm - 1:50 pm', 'M', 'St Charles Borromeo SB 152', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Ian V  Gladding (P)')","('BSAD 38000', 'Online', '1:00 pm - 1:50 pm', 'WF', 'Online Meeting', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Ian V  Gladding (P)')"
Supervisory Management,BSAD 38000,LT1,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAD 38000', 'Online', 'TBA', '', 'Online Meeting', 'Mar 18, 2024 - May 11, 2024', 'Lecture', 'Jeremy   Hayes (P)')"
Wksp: Introduction to Business Ethics,BSAD 39100,001,,,,Online Campus,Workshop Schedule Type,Online Instructional Method,"('BSAD 39100', 'Online', 'TBA', '', 'Online Meeting', 'Feb 12, 2024 - Feb 25, 2024', 'Workshop', 'Michael   Cherry (P)')"
Wksp: Business Etiquette,BSAD 39500,001,,,,Romeoville Campus,Workshop Schedule Type,Traditional Instructional Method,"('BSAD 39500', 'Class/Lecture', '8:00 am - 6:00 pm', 'S', 'St Charles Borromeo SB 171', 'Apr 06, 2024 - Apr 06, 2024', 'Workshop', 'Robert   Bergman (P)')"
Wksp: Business Etiquette,BSAD 39500,002,,,,Romeoville Campus,Workshop Schedule Type,Traditional Instructional Method,"('BSAD 39500', 'Class/Lecture', '8:00 am - 6:00 pm', 'S', 'St Charles Borromeo SB 171', 'Apr 20, 2024 - Apr 20, 2024', 'Workshop', 'Robert   Bergman (P)')"
International Business,BSAD 42000,001,,,,Romeoville Campus,Lecture Schedule Type,Blended Instructional Method,"('BSAD 42000', 'Online', '11:00 am - 12:15 pm', 'T', 'Online Meeting', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Ian V  Gladding (P)')","('BSAD 42000', 'Class/Lecture', '11:00 am - 12:15 pm', 'R', 'St Charles Borromeo SB 152', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Ian V  Gladding (P)')"
International Business,BSAD 42000,LT1,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAD 42000', 'Online', 'TBA', '', 'Online Meeting', 'Jan 16, 2024 - Mar 09, 2024', 'Lecture', 'William   McKeown (P)')"
Current Issues in Management and Business Ethics,BSAD 45000,001,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAD 45000', 'Online', '9:30 am - 10:45 am', 'TR', 'Online Meeting', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'George G  Klemic (P)')"
Current Issues in Management and Business Ethics,BSAD 45000,LT1,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAD 45000', 'Online', 'TBA', '', 'Online Meeting', 'Mar 18, 2024 - May 11, 2024', 'Lecture', 'Robert O  Aspy (P)')"
Strategic Management Theories and Application,BSAD 46000,001,,,,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAD 46000', 'Class/Lecture', '2:00 pm - 4:40 pm', 'T', 'St Charles Borromeo SB 152', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Elizabeth   Belgio (P)')"
Strategic Management Theories and Application,BSAD 46000,LT1,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAD 46000', 'Online', 'TBA', '', 'Online Meeting', 'Mar 18, 2024 - May 11, 2024', 'Lecture', 'William   McKeown (P)')"
Study Abroad Management Project,BSAD 47500,001,,,,Online Campus,Experiential Schedule Type,Online Instructional Method,"('BSAD 47500', 'Arranged', 'TBA', '', 'Arranged by Instructor/Dept', 'Jan 16, 2024 - May 11, 2024', 'Experiential', 'Nahnhy   Hyong (P)')"
Contemporary Management Practice,BSAD 50800,001,,,,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAD 50800', 'Class/Lecture', '6:00 pm - 10:00 pm', 'T', 'Oakbrook OB 730', 'Jan 16, 2024 - Mar 09, 2024', 'Lecture', 'Johannah   Simon (P)')"
Critical Thinking and Communication,BSAD 51000,001,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAD 51000', 'Online', 'TBA', '', 'Online Meeting', 'Jan 16, 2024 - Mar 09, 2024', 'Lecture', 'Sheila   Boysen (P)')"
Critical Thinking and Communication,BSAD 51000,002,,,,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAD 51000', 'Class/Lecture', '6:00 pm - 10:00 pm', 'W', 'St Charles Borromeo SB 157', 'Mar 18, 2024 - May 11, 2024', 'Lecture', 'Donald   Gardiner (P)')"
Fundamentals of the Business Enterprise,BSAD 52000,001,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAD 52000', 'Online', 'TBA', '', 'Online Meeting', 'Jan 16, 2024 - Mar 09, 2024', 'Lecture', 'Tamara R  Peterson (P)')"
Fundamentals of the Business Enterprise,BSAD 52000,002,,,,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAD 52000', 'Class/Lecture', '6:00 pm - 10:00 pm', 'T', 'St Charles Borromeo SB 143', 'Mar 18, 2024 - May 11, 2024', 'Lecture', 'Tamara R  Peterson (P)')"
Fundamentals of the Business Enterprise,BSAD 52000,003,,,,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAD 52000', 'Class/Lecture', '6:00 pm - 10:00 pm', 'W', 'St Charles Borromeo SB 143', 'Jan 16, 2024 - Mar 09, 2024', 'Lecture', 'Tamara R  Peterson (P)')"
Fundamentals of the Business Enterprise,BSAD 52000,004,,,,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAD 52000', 'Class/Lecture', '6:00 pm - 10:00 pm', 'M', 'Oakbrook OB 739A', 'Jan 16, 2024 - Mar 09, 2024', 'Lecture', 'Donald F  Pratl (P)')"
Fundamentals of the Business Enterprise,BSAD 52000,005,,,,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAD 52000', 'Class/Lecture', '6:00 pm - 10:00 pm', 'M', 'Oakbrook OB 739A', 'Mar 18, 2024 - May 11, 2024', 'Lecture', 'Donald F  Pratl (P)')"
Ethical Strategic Management,BSAD 53000,001,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAD 53000', 'Online', 'TBA', '', 'Online Meeting', 'Jan 16, 2024 - Mar 09, 2024', 'Lecture', 'Carol L  Schneider (P)')"
Ethical Strategic Management,BSAD 53000,002,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAD 53000', 'Online', 'TBA', '', 'Online Meeting', 'Mar 18, 2024 - May 11, 2024', 'Lecture', 'Shan   Lin (P)')"
Accounting and Business Information Systems,BSAN 20000,001,,,,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAN 20000', 'Class/Lecture', '9:00 am - 10:15 am', 'MW', 'St Charles Borromeo SB 145', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Reza   Gharoie Ahangar (P)')"
Accounting and Business Information Systems,BSAN 20000,002,,,,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAN 20000', 'Class/Lecture', '11:00 am - 12:15 pm', 'TR', 'St Charles Borromeo SB 147', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Taeyong   Kim (P)')"
Accounting and Business Information Systems,BSAN 20000,003,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAN 20000', 'Online', 'TBA', '', 'Online Meeting', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Melissa M  Eichelberger (P)')"
Introduction to Business Analytics,BSAN 23000,001,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAN 23000', 'Online', 'TBA', '', 'Online Meeting', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Taeyong   Kim (P)')"
Introduction to Business Analytics for Accountants,BSAN 23100,001,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAN 23100', 'Online', 'TBA', '', 'Online Meeting', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Peter R  Franz (P)')"
Business Data Visualization,BSAN 31000,001,,,,Online Campus,Lab Schedule Type,Online Instructional Method,"('BSAN 31000', 'Online', 'TBA', '', 'Online Meeting', 'Jan 16, 2024 - May 11, 2024', 'Lab', 'Gaddiel   Tan (P)')"
Database Management Systems,BSAN 33000,001,,,,Online Campus,Lab Schedule Type,Online Instructional Method,"('BSAN 33000', 'Online', 'TBA', '', 'Online Meeting', 'Jan 16, 2024 - May 11, 2024', 'Lab', 'Zheng   Zhou (P)')"
Data Mining Tools,BSAN 34500,001,,,,Online Campus,Lab Schedule Type,Online Instructional Method,"('BSAN 34500', 'Online', 'TBA', '', 'Online Meeting', 'Jan 16, 2024 - May 11, 2024', 'Lab', 'Gaddiel   Tan (P)')"
Business Statistics,BSAN 34900,001,,,,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAN 34900', 'Class/Lecture', '12:30 pm - 1:45 pm', 'TR', 'St Charles Borromeo SB 142', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Taeyong   Kim (P)')"
Business Statistics,BSAN 34900,002,,,,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAN 34900', 'Class/Lecture', '9:00 am - 10:15 am', 'MW', 'St Charles Borromeo SB 146', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Taeyong   Kim (P)')"
Business Statistics,BSAN 34900,LT1,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAN 34900', 'Online', 'TBA', '', 'Online Meeting', 'Mar 18, 2024 - May 11, 2024', 'Lecture', 'Diane   Nead (P)')"
Decision Science,BSAN 35000,001,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAN 35000', 'Online', 'TBA', '', 'Online Meeting', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Gaddiel   Tan (P)')"
Decision Science,BSAN 35000,002,,,,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAN 35000', 'Class/Lecture', '9:00 am - 10:15 am', 'MW', 'St Charles Borromeo SB 147', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Nidhal   Bouazizi (P)')"
Decision Science,BSAN 35000,003,,,,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAN 35000', 'Class/Lecture', '11:00 am - 12:15 pm', 'TR', 'St Charles Borromeo SB 146', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Bushra F  Malik (P)')"
Decision Science,BSAN 35000,LT1,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAN 35000', 'Online', 'TBA', '', 'Online Meeting', 'Jan 16, 2024 - Mar 09, 2024', 'Lecture', 'Gaddiel   Tan (P)')"
Business Data Warehousing,BSAN 43000,001,,,,Online Campus,Lecture Schedule Type,Directed Study Instructional Method,"('BSAN 43000', 'Arranged', 'TBA', '', 'TBA', 'Mar 18, 2024 - May 11, 2024', 'Lecture', 'Osborne   Obeng (P)')"
Web Analytics,BSAN 45500,001,,,,Online Campus,Lab Schedule Type,Online Instructional Method,"('BSAN 45500', 'Online', 'TBA', '', 'Online Meeting', 'Jan 16, 2024 - May 11, 2024', 'Lab', 'Victoria L  Strid (P)')"
Business Analytics Capstone,BSAN 49700,001,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAN 49700', 'Online', 'TBA', '', 'Online Meeting', 'Jan 16, 2024 - May 11, 2024', 'Lecture', 'Ibrahim   Mescioglu (P)')"
Quantitative Methods of Business,BSAN 50400,001,,,,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAN 50400', 'Class/Lecture', '6:00 pm - 10:00 pm', 'T', 'Oakbrook OB 735', 'Jan 16, 2024 - Mar 09, 2024', 'Lecture', 'Salvador Eduardo  Gonzalez (P)')"
Quantitative Methods of Business,BSAN 50400,002,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAN 50400', 'Online', 'TBA', '', 'Online Meeting', 'Mar 18, 2024 - May 11, 2024', 'Lecture', 'Salvador Eduardo  Gonzalez (P)')"
Quantitative Methods of Business,BSAN 50400,003,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAN 50400', 'Online', 'TBA', '', 'Online Meeting', 'Jan 16, 2024 - Mar 09, 2024', 'Lecture', 'Salvador Eduardo  Gonzalez (P)')"
Quantitative Methods of Business,BSAN 50400,004,,,,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAN 50400', 'Class/Lecture', '6:00 pm - 10:00 pm', 'M', 'Oakbrook OB 733', 'Jan 16, 2024 - Mar 09, 2024', 'Lecture', 'Salvador Eduardo  Gonzalez (P)')"
Quantitative Methods of Business,BSAN 50400,005,,,,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAN 50400', 'Class/Lecture', '6:00 pm - 10:00 pm', 'T', 'St Charles Borromeo SB 143', 'Jan 16, 2024 - Mar 09, 2024', 'Lecture', 'Raed   Alamiri (P)')"
Quantitative Methods of Business,BSAN 50400,006,,,,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAN 50400', 'Class/Lecture', '6:00 pm - 10:00 pm', 'M', 'Oakbrook OB 730', 'Mar 18, 2024 - May 11, 2024', 'Lecture', 'Ibrahim   Chaudhry (P)')"
Quantitative Methods of Business,BSAN 50400,007,,,,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAN 50400', 'Class/Lecture', '6:00 pm - 10:00 pm', 'T', 'St Charles Borromeo SB 152', 'Mar 18, 2024 - May 11, 2024', 'Lecture', 'Salvador Eduardo  Gonzalez (P)')"
Quantitative Methods of Business,BSAN 50400,008,,,,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAN 50400', 'Class/Lecture', '6:00 pm - 10:00 pm', 'T', 'Oakbrook OB 730', 'Mar 18, 2024 - May 11, 2024', 'Lecture', 'Raed   Alamiri (P)')"
Business Forecasting & Visualization,BSAN 50500,001,,,,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAN 50500', 'Class/Lecture', '6:00 pm - 10:00 pm', 'W', 'St Charles Borromeo SB 147', 'Jan 16, 2024 - Mar 09, 2024', 'Lecture', 'Raed   Alamiri (P)')"
Business Forecasting & Visualization,BSAN 50500,002,,,,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAN 50500', 'Class/Lecture', '6:00 pm - 10:00 pm', 'W', 'Oakbrook OB 735', 'Mar 18, 2024 - May 11, 2024', 'Lecture', 'Edwin James  Anderson (P)')"
Business Forecasting & Visualization,BSAN 50500,003,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAN 50500', 'Online', 'TBA', '', 'Online Meeting', 'Jan 16, 2024 - Mar 09, 2024', 'Lecture', 'Ibrahim   Mescioglu (P)')"
Business Forecasting & Visualization,BSAN 50500,004,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAN 50500', 'Online', 'TBA', '', 'Online Meeting', 'Jan 16, 2024 - Mar 09, 2024', 'Lecture', 'Edwin James  Anderson (P)')"
Business Forecasting & Visualization,BSAN 50500,005,,,,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAN 50500', 'Class/Lecture', '6:00 pm - 10:00 pm', 'M', 'St Charles Borromeo SB 145', 'Jan 16, 2024 - Mar 09, 2024', 'Lecture', 'Edwin James  Anderson (P)')"
Business Forecasting & Visualization,BSAN 50500,006,,,,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAN 50500', 'Class/Lecture', '6:00 pm - 10:00 pm', 'T', 'St Charles Borromeo SB 145', 'Jan 16, 2024 - Mar 09, 2024', 'Lecture', 'Edwin James  Anderson (P)')"
Business Forecasting & Visualization,BSAN 50500,007,,,,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAN 50500', 'Class/Lecture', '6:00 pm - 10:00 pm', 'T', 'Oakbrook OB', 'Jan 16, 2024 - Mar 09, 2024', 'Lecture', 'Oksana   Sevic (P)')"
Business Forecasting & Visualization,BSAN 50500,008,,,,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAN 50500', 'Class/Lecture', '6:00 pm - 10:00 pm', 'T', 'Oakbrook OB', 'Mar 18, 2024 - May 11, 2024', 'Lecture', 'Oksana   Sevic (P)')"
Business Data Warehousing,BSAN 53600,001,,,,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAN 53600', 'Class/Lecture', '6:00 pm - 10:00 pm', 'W', 'St Charles Borromeo SB 146', 'Mar 18, 2024 - May 11, 2024', 'Lecture', 'Osborne   Obeng (P)')"
Business Data Warehousing,BSAN 53600,003,,,,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAN 53600', 'Class/Lecture', '6:00 pm - 10:00 pm', 'M', 'Oakbrook OB 731', 'Mar 18, 2024 - May 11, 2024', 'Lecture', 'Osborne   Obeng (P)')"
Business Data Warehousing,BSAN 53600,004,,,,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAN 53600', 'Class/Lecture', '6:00 pm - 10:00 pm', 'M', 'St Charles Borromeo SB 152', 'Jan 16, 2024 - Mar 09, 2024', 'Lecture', 'Osborne   Obeng (P)')"
Business Data Warehousing,BSAN 53600,005,,,,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAN 53600', 'Class/Lecture', '6:00 pm - 10:00 pm', 'T', 'St Charles Borromeo SB 141', 'Jan 16, 2024 - Mar 09, 2024', 'Lecture', 'Osborne   Obeng (P)')"
Business Data Warehousing,BSAN 53600,006,,,,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAN 53600', 'Class/Lecture', '6:00 pm - 10:00 pm', 'T', 'TBA', 'Jan 16, 2024 - Mar 09, 2024', 'Lecture', 'Eunjung   Lee (P)')"
Business Data Warehousing,BSAN 53600,007,,,,Online Campus,Lecture Schedule Type,Online Instructional Method,"('BSAN 53600', 'Online', 'TBA', '', 'Online Meeting', 'Mar 18, 2024 - May 11, 2024', 'Lecture', 'Eunjung   Lee (P)')"
Visualizing Information,BSAN 53800,001,,,,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,"('BSAN 53800', 'Class/Lecture', '6:00 pm - 10:00 pm', 'R', 'Oakbrook OB 732', 'Jan 16, 2024 - Mar 09, 2024', 'Lecture', 'Nidhal   Bouazizi (P)')"
